구분(명),98-08년,09년,10년,11년,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년,22년
신규가입 인원수,2432916,445520,334932,313071,350718,383770,347836,326521,394238,377282,404689,394063,354112,334893,383052
